PlayerId,PlayerName,Height,Weight,Dob,Position
2015663925,Hugh Beasley,190,86,1995-11-12,Defender
2022667848,Dominic Bedendo,191,83,2002-07-09,Midfield
2020667638,Toby Bedford,178,69,2000-05-27,Forward
2017666645,Jonathon Beech,188,88,1990-11-09,Forward
2025665823,Luke Beecken,185,73,2001-04-18,Defender
2022662989,Aiden Begg,197,90,2002-10-08,Ruck
2017664774,Josh Begley,188,89,1998-07-03,Forward
2019668572,James Bell,183,81,1999-02-10,"Midfield, Forward"
2012661596,Tom Bell,188,102,1991-06-13,Forward
2008665688,Tom Bellchambers,202,108,1989-07-09,Ruck
2011668878,Harley Bennell,185,74,1992-10-02,Midfield
2009665819,Jamie Bennell,179,78,1990-06-07,Defender
2021663355,Miles Bergman,186,75,2001-10-18,"Defender, Forward"
2022664334,Miller Bergman,188,70,2003-01-25,Defender
2017669695,Jarrod Berry,193,89,1998-02-05,Midfield
2025663563,Joe Berry,181,74,2006-04-18,Forward
2021661124,Sam Berry,181,81,2002-02-12,"Midfield, Forward"
2020669775,Tom Berry,185,76,2001-05-01,Forward
2005667052,Eddie Betts,174,74,1986-11-26,Forward
2011665801,Rohan Bewick,184,83,1989-10-10,"Midfield, Forward"
2019662031,Brett Bewley,185,87,1995-04-14,Forward
2014668825,Jed Bews,186,88,1993-12-14,Defender
2021663611,Trent Bianco,178,70,2001-01-20,"Defender, Midfield"
2025661683,Riley Bice,185,78,2000-09-26,Defender
2013663259,Shane Biggs,187,84,1991-08-05,Defender
2014668660,Jack Billings,184,79,1995-08-18,"Midfield, Forward"
2024669482,Jaxon Binns,183,72,2004-10-29,Midfield
2006668040,Grant Birchall,193,89,1988-01-28,Defender
2008661632,Craig Bird,179,84,1989-01-21,Midfield
2022661162,Aaron Black,181,81,1992-12-25,Midfield
2011665405,Aaron Black,192,88,1990-11-29,Forward
1998668708,Simon Black,186,81,1979-04-03,Midfield
2010662147,Jarryd Blair,174,81,1990-04-14,Forward
2000664544,Jason Blake,189,90,1981-03-15,Defender
2015665690,Connor Blakely,188,90,1996-03-02,Midfield
2019663435,Nick Blakey,195,80,2000-02-27,Forward
2025661445,Lachlan Blakiston,203,100,1998-09-09,Ruck
2022669910,James Blanck,196,93,2000-11-20,Defender
2011665941,Sam Blease,184,77,1991-02-19,"Midfield, Forward"
2012666354,Nathan Blee,191,84,1990-09-07,Defender
2013661585,Mark Blicavs,198,100,1991-03-28,"Defender, Midfield"
2024668157,Jacob Blight,196,102,2001-12-14,Defender
2007664906,Travis Boak,183,85,1988-08-01,Midfield
2004665411,Nathan Bock,193,93,1983-03-20,Forward
2015667529,Blaine Boekhorst,185,75,1993-09-02,"Midfield, Forward"
1999669174,Jude Bolton,182,84,1980-03-15,"Midfield, Forward"
2017662192,Shai Bolton,175,77,1998-12-08,"Midfield, Forward"
2018669246,Aiden Bonar,188,87,1999-03-08,Defender
2024662685,Hugh Bond,185,82,2004-09-25,Defender
2016662686,Riley Bonner,190,85,1997-03-07,Defender
2014665253,Marcus Bontempelli,193,93,1995-11-24,Midfield
2012667882,Josh Bootsma,190,74,1993-02-22,Defender
2023667830,James Borlase,192,101,2002-07-18,Defender
2020661983,Atu Bosenavulagi,180,82,2000-09-17,Forward
2013667350,Andrew Boston,180,80,1994-03-23,Midfield
2012669835,Jarrad Boumann,196,90,1989-08-18,Forward
2014668915,Jordon Bourke,193,88,1994-11-11,Defender
2006669101,Paul Bower,192,92,1988-01-09,Defender
2017663348,Jack Bowes,187,85,1998-01-26,Defender
2021666343,Jake Bowey,175,67,2002-09-12,"Midfield, Forward"
2025665657,Hugh Boxshall,188,80,2006-07-11,Midfield
2025661782,Harry Boyd,198,108,1998-02-11,Ruck
2022661982,Jordan Boyd,182,80,1998-09-22,Defender
2003661535,Matthew Boyd,184,88,1982-08-27,Defender
2014666381,Tom Boyd,200,103,1995-08-22,"Forward, Ruck"
2004665807,Kepler Bradley,199,100,1985-11-13,Forward
2024661676,Shadeau Brain,183,80,2004-02-13,Forward
2021668904,Lachlan Bramble,182,75,1998-04-19,"Midfield, Forward"
2016668464,Kaiden Brand,198,98,1994-04-08,Defender
2018661796,Jarrod Brander,195,92,1999-02-11,"Midfield, Forward"
2018669647,Andrew Brayshaw,184,84,1999-11-08,Midfield
2015665345,Angus Brayshaw,187,87,1996-01-09,Midfield
2020663853,Hamish Brayshaw,187,90,1998-02-09,Midfield
2012666535,Jacob Brennan,188,82,1990-01-24,Defender
2003664471,Jared Brennan,192,95,1984-07-28,Defender
2011663064,Luke Breust,184,84,1990-11-11,Forward
2021665802,Kieren Briggs,200,103,1999-10-06,"Defender, Forward"
2016661079,Nathan Broad,192,89,1993-04-15,Defender
2009666472,Matthew Broadbent,189,90,1990-08-01,Defender
2025661710,Sandy Brock,198,90,2002-12-14,Defender
2021662446,Tyler Brockman,181,75,2002-11-22,"Midfield, Forward"
2017664185,Will Brodie,189,89,1998-08-23,"Midfield, Forward"
2001665891,Dean Brogan,200,101,1978-12-14,Ruck
2015663968,Keegan Brooksby,197,99,1990-04-27,"Forward, Ruck"
2014666439,Tim Broomhead,185,80,1994-03-22,"Midfield, Forward"
2009668502,Greg Broughton,189,85,1986-09-29,Defender
2014665536,Ben Brown,200,101,1992-11-20,Forward
2017661572,Callum Brown,178,77,1998-04-27,Forward
2021667039,Callum Brown,188,91,2000-08-15,Forward
2002665223,Campbell Brown,177,83,1983-08-28,Forward
2000667335,Jonathan Brown,195,103,1981-10-29,Forward
2024668394,Kynan Brown,181,71,2005-01-13,"Midfield, Forward"
2012662083,Luke Brown,181,81,1992-09-22,Defender
2011669981,Mitch Brown,196,95,1990-08-28,Forward
2007668175,Mitch Brown,195,93,1988-12-17,Defender
2008662225,Nathan Brown,196,99,1988-12-17,Defender
2023663831,Tom Brown,193,81,2003-07-30,Defender
2020663480,Tyler Brown,188,77,1999-12-09,Midfield
2011661435,Alex Browne,187,85,1992-08-09,Defender
2000661056,Cameron Bruce,190,87,1979-09-30,"Midfield, Ruck"
2012666113,Josh Bruce,197,101,1992-06-08,Forward
2021661243,Tanner Bruhn,183,74,2002-05-27,Midfield
2021669724,Nick Bryan,202,87,2001-10-22,Ruck
2002665070,Amon Buchanan,179,83,1982-10-10,Forward
2013662460,Dylan Buckley,179,77,1993-03-16,Forward
2020666559,Jack Buckley,193,87,1997-12-17,"Midfield, Forward"
2007661314,Simon Buckley,190,93,1987-04-18,Defender
2020666381,Connor Budarick,175,72,2001-04-06,"Midfield, Forward"
2012669664,Tomas Bugg,185,79,1993-04-05,Midfield
2023669115,Jack Buller,199,99,2001-05-16,Forward
2012664999,Matt Buntine,189,84,1993-10-19,"Defender, Forward"
2013665300,George Burbury,186,80,1992-06-16,Forward
2019661033,Chris Burgess,191,82,1995-11-26,Defender
2022661131,Jase Burgoyne,186,65,2003-07-15,Defender
2002669287,Shaun Burgoyne,186,89,1982-10-21,"Defender, Forward"
2016669115,Ryan Burton,191,90,1997-01-31,Defender
2025666354,Jedd Busslinger,198,85,2004-03-11,Defender
2011666378,John Butcher,197,94,1991-07-03,Forward
2017669102,Dan Butler,182,80,1996-06-03,Forward
2020668745,Louis Butler,184,75,2001-08-26,"Defender, Midfield"
2004669429,Sam Butler,187,86,1986-01-14,Defender
2022666360,Sam Butler,184,76,2003-02-10,Forward
2019663639,Zak Butters,181,71,2000-09-08,Forward
2020665315,Jordon Butts,198,83,1999-12-31,Defender
2017665513,Wylie Buzza,198,102,1996-03-02,Forward
2015666052,Ciaran Byrne,187,88,1994-12-06,Defender
2016664470,Darcy Byrne-Jones,181,75,1995-09-20,Defender
2020667484,Ryan Byrnes,180,81,2001-05-03,Midfield
2004662178,Shannon Byrnes,175,77,1984-04-07,Forward
2020665793,Jack Bytel,189,78,2000-03-14,Midfield
2013672474,Jaryd Cachia,184,86,1991-05-08,Midfield
2011679683,Josh Caddy,186,87,1992-09-28,Midfield
2024671171,Nate Caddy,193,88,2005-07-14,Forward
2023672014,Aaron Cadman,195,93,2004-03-03,Forward
2020677029,Ned Cahill,178,77,2001-01-11,"Midfield, Forward"
2019677166,Jye Caldwell,183,82,2000-09-28,Midfield
2022679681,Finn Callaghan,192,86,2003-04-26,Midfield
2011675768,Ian Callinan,171,70,1982-12-20,Forward
2022674905,Jackson Callow,194,95,2002-06-11,Forward
2014678070,Charlie Cameron,181,74,1994-07-05,Forward
2014672695,Clay Cameron,191,86,1994-05-27,"Defender, Forward"
2018675233,Darcy Cameron,204,100,1995-07-18,Forward
2019672790,Jarrod Cameron,182,70,2000-05-03,Forward
2012671758,Jeremy Cameron,196,96,1993-04-01,Forward
2023674231,Anthony Caminiti,196,85,2003-12-09,Forward
2021672027,Braeden Campbell,181,73,2002-02-04,"Midfield, Forward"
2007676889,Matt Campbell,170,72,1987-01-21,Forward
2024675246,Seth Campbell,182,73,2004-12-29,Forward
2012678444,Tom Campbell,200,106,1991-11-02,"Forward, Ruck"
2025677672,Lucas Camporeale,184,64,2006-07-21,Midfield
2006674623,Alipate Carlile,192,98,1987-04-30,Defender
2010679948,Jake Carlisle,201,104,1991-10-01,Defender
2022677560,Josh Carmichael,190,89,1999-09-23,Forward
2004674249,Andrew Carrazzo,187,85,1983-12-15,Midfield
2022678427,Jack Carroll,188,82,2002-12-20,Midfield
2025676986,Matt Carroll,188,81,2005-11-28,Defender
2013676622,Adam Carter,179,74,1994-04-17,Defender
2019677689,Jason Carter,185,76,2000-01-11,Defender
2012674522,Levi Casboult,201,101,1990-03-15,"Defender, Forward"
2002679320,Domenic Cassisi,184,82,1982-09-22,Midfield
2016673772,Jason Castagna,181,82,1996-07-12,Forward
2020677310,Ben Cavarra,173,72,1995-12-20,Forward
2013677583,Jonathon Ceglar,204,102,1991-02-14,"Forward, Ruck"
2018676857,Adam Cerra,188,84,1999-10-07,Midfield
2025674785,Malakai Champion,172,69,2006-05-17,Forward
2019677190,Kade Chandler,174,75,2000-01-13,Forward
2004672392,Troy Chaplin,195,97,1986-02-23,Defender
2021673890,Heath Chapman,193,81,2002-01-31,Defender
2000677111,Paul Chapman,179,87,1981-11-05,Forward
2009675555,Kyle Cheney,187,90,1989-08-25,Defender
2023679477,Campbell Chesser,186,85,2003-04-27,Midfield
2016676375,Mabior Chol,198,78,1997-01-29,"Forward, Ruck"
2011676773,Allen Christensen,177,80,1991-05-19,Forward
2022672578,Isaac Chugg,181,84,2002-02-26,Defender
2023671777,Alex Cincotta,187,86,1996-12-17,Defender
2022676445,Greg Clark,195,94,1997-05-24,Midfield
2018671740,Hunter Clark,187,82,1999-03-26,"Defender, Midfield"
2023675787,Jhye Clark,181,77,2004-07-23,Midfield
2019674146,Jordan Clark,185,78,2000-10-16,Midfield
2006671443,Mitch Clark,200,103,1987-10-19,Forward
2025671057,Angus Clarke,188,86,2006-05-08,Defender
2024676452,Charlie Clarke,183,80,2004-01-04,Forward
2018673109,Dylan Clarke,186,85,1998-09-06,"Midfield, Forward"
2022671465,Judson Clarke,180,72,2003-10-17,Forward
2013678536,Justin Clarke,195,93,1993-11-18,Defender
2007679983,Martin Clarke,181,85,1987-11-13,Defender
2004671285,Raphael Clarke,188,82,1985-09-24,Defender
2016673046,Ryan Clarke,186,85,1997-06-17,Midfield
2009677840,Zac Clarke,203,96,1990-03-28,"Forward, Ruck"
2021672637,Oscar Clavarino,197,89,1999-05-22,Defender
2016671933,Josh Clayton,190,80,1996-01-17,Midfield
2024677816,Caiden Cleary,182,79,2005-03-05,Midfield
2022679299,Luke Cleary,190,78,2002-03-05,Defender
2012679529,Steve Clifton,182,84,1987-05-27,Midfield
2013678994,Mitch Clisby,182,83,1990-01-05,Defender
2024671144,Sam Clohesy,189,72,2002-12-12,"Defender, Midfield"
2023679870,Ted Clohesy,184,77,2004-09-06,Forward
2005673207,Travis Cloke,196,105,1987-03-05,Forward
2020672557,Brad Close,181,68,1998-07-30,"Midfield, Forward"
2014673665,Michael Close,197,98,1994-07-30,Forward
2014672868,Tom Clurey,193,88,1994-03-23,Defender
2011675790,Michael Coad,190,86,1983-09-13,Defender
2025679783,Tom Cochrane,182,82,2006-01-27,Midfield
2015671937,Nakia Cockatoo,186,89,1996-10-23,"Midfield, Forward"
2018671121,Nick Coffield,191,82,1999-10-23,Defender
2016676071,Tom Cole,186,81,1997-05-28,Defender
2020674302,Keidean Coleman,183,75,2000-03-31,"Midfield, Forward"
2019679542,Callum Coleman-Jones,200,102,1999-06-13,"Forward, Ruck"
2024679332,Lance Collard,185,70,2005-03-26,Forward
2014678354,Brant Colledge,192,90,1994-10-25,Midfield
2021677886,Riley Collier-Dawkins,189,89,2000-02-03,Midfield
2009672438,Andrew Collins,184,72,1988-11-17,Forward
2016676275,Kieran Collins,193,98,1997-12-14,Defender
2016673744,Sam Collins,194,98,1994-06-15,Defender
2013673021,Sam Colquhoun,179,72,1994-12-20,Midfield
2010674136,Travis Colyer,175,77,1991-08-24,Forward
2021671581,Charlie Comben,199,82,2001-07-20,"Forward, Ruck"
2011678952,Reece Conca,181,84,1992-08-12,Defender
2012675967,Stephen Coniglio,182,86,1993-12-15,Midfield
2021678301,Leo Connolly,181,74,2001-08-07,"Defender, Midfield"
2007671624,Daniel Connors,186,84,1988-09-22,Defender
2019679706,Charlie Constable,191,86,1999-05-18,Midfield
2023671567,Toby Conway,206,101,2003-04-24,Ruck
2021678665,Brayden Cook,189,80,2002-07-18,"Midfield, Forward"
2004676124,Adam Cooney,187,83,1985-09-30,Forward
2012671110,Rhys Cooyou,183,70,1991-03-22,Forward
2019672117,Josh Corbett,190,90,1996-04-23,Forward
2011679714,Ayce Cordy,204,99,1990-08-06,"Forward, Ruck"
2015679832,Zaine Cordy,193,90,1996-10-27,Defender
2000679963,Joel Corey,191,89,1982-02-17,Midfield
2009679767,Aaron Cornelius,192,88,1990-05-29,Forward
1999671338,Chad Cornes,192,95,1979-11-12,Defender
2001676477,Kane Cornes,183,78,1983-01-05,Midfield
2013679173,Aidan Corr,195,97,1994-05-17,Defender
2008672876,Trent Cotchin,185,86,1990-04-07,Midfield
2020672697,Matthew Cottrell,181,72,2000-02-29,Defender
2012676642,Tom Couch,177,79,1988-06-17,Midfield
2023673142,Matthew Coulthard,176,76,2001-05-11,Forward
2017674525,James Cousins,185,84,1998-03-19,"Midfield, Forward"
2011672696,Josh Cowan,184,79,1991-03-16,Midfield
2023678749,Lachlan Cowan,188,82,2004-12-01,Defender
2017679746,Brennan Cox,195,99,1998-08-13,Defender
2017678146,Cedric Cox,181,79,1997-08-19,Forward
2001674745,Dean Cox,203,104,1981-08-01,"Forward, Ruck"
2016678001,Mason Cox,211,105,1991-03-14,Forward
2021674111,Nik Cox,199,82,2002-01-15,"Defender, Forward"
2010672367,Stewart Crameri,190,98,1988-08-10,Forward
2010675838,Jesse Crichton,183,78,1991-06-18,Midfield
2011671975,Jamie Cripps,183,84,1992-04-23,Forward
2014676336,Patrick Cripps,195,92,1995-03-18,Midfield
2012675021,Jack Crisp,190,90,1993-10-02,Defender
2016673533,Ben Crocker,188,83,1997-02-19,Forward
2025677313,Jordan Croft,201,81,2005-05-12,Forward
2002674940,Daniel Cross,187,87,1983-03-30,Midfield
2018678662,Brayden Crossley,198,102,1999-08-16,Forward
2013674392,Brad Crouch,186,85,1994-01-14,Midfield
2014678470,Matt Crouch,182,80,1995-04-21,Midfield
2018676565,Mitch Crowden,176,84,1999-04-28,Forward
2005674327,Ryan Crowley,188,88,1984-03-05,Midfield
2012673943,Hayden Crozier,185,79,1993-12-24,Defender
2022675734,Jai Culley,193,87,2003-02-24,"Midfield, Forward"
2022677846,Noah Cumberland,183,80,2001-03-15,Forward
2018671956,Isaac Cumming,184,83,1998-08-11,Defender
2017672631,Jordan Cunico,184,78,1996-05-07,Midfield
2016678303,David Cuningham,185,85,1997-03-30,Forward
2012674793,Harry Cunningham,181,78,1993-12-06,Defender
2010679202,Ben Cunnington,185,88,1991-06-30,Midfield
2016676081,Charlie Curnow,192,96,1997-02-03,Forward
2011679390,Ed Curnow,180,85,1989-11-07,Midfield
2013671345,Tom Curren,178,78,1992-07-29,Forward
2014671709,Daniel Currie,201,96,1989-02-15,Ruck
2024677532,Daniel Curtin,197,95,2005-03-08,"Defender, Midfield"
2022676305,Paul Curtis,185,75,2003-03-04,Forward
2014673527,Tom Cutler,192,92,1995-02-20,Midfield
2011684234,Luke Dahlhaus,179,77,1992-08-21,Forward
2017688313,Josh Daicos,178,76,1998-11-26,"Midfield, Forward"
2022681904,Nick Daicos,184,73,2003-01-03,"Defender, Midfield"
2002688908,Nick Dal Santo,185,85,1984-02-22,Midfield
2015684036,Bailey Dale,183,82,1996-07-22,"Defender, Forward"
2012688831,Frazer Dale,187,77,1993-11-10,Midfield
2013683697,Lauchlan Dalgleish,185,77,1993-06-22,Defender
2008687516,Bradd Dalziell,184,82,1987-03-15,Midfield
2022683898,Massimo DAmbrosio,178,80,2003-06-05,Defender
2008681760,Patrick Dangerfield,189,92,1990-04-05,"Midfield, Forward"
2015685477,Caleb Daniel,168,72,1996-07-07,Defender
2018682126,Brent Daniels,170,74,1999-03-09,Forward
2013689718,Joe Daniher,200,99,1994-03-04,Forward
2022681589,Sam Darcy,205,94,2003-07-19,Forward
2017681648,Sean Darcy,202,113,1998-06-12,"Forward, Ruck"
2012685071,Sam Darley,186,82,1993-02-15,Defender
2011688430,Jack Darling,191,95,1992-06-13,Forward
2025688002,Jesse Dattoli,179,86,2006-07-07,"Midfield, Forward"
2004689690,Aaron Davey,177,75,1983-06-10,Forward
2007682836,Alwyn Davey,173,72,1984-05-15,Forward
2023681337,Alwyn Davey,181,77,2004-02-26,Forward
2025689153,Sam Davidson,190,82,2001-12-13,"Midfield, Forward"
2021689563,Alex Davies,191,85,2002-03-18,Midfield
2024681560,Hugh Davies,196,90,2004-09-28,Defender
2010686160,Marcus Davies,188,86,1991-04-06,Defender
2018687507,Luke Davies-Uniacke,188,85,1999-06-08,Midfield
2019683521,Ben Davis,187,85,1997-05-19,Forward
2025689377,Hamish Davis,190,85,2006-05-02,"Midfield, Forward"
2010684139,Phil Davis,197,96,1990-08-30,Defender
2008686669,Ryan Davis,188,85,1989-06-07,Forward
2013682832,Troy Davis,192,96,1992-06-10,Defender
2013681745,Majak Daw,195,97,1991-03-11,Forward
2008681895,Chris Dawes,193,105,1988-05-16,Forward
2018681606,Jacob Dawson,182,79,1999-11-03,Defender
2017687056,Jordan Dawson,192,86,1997-04-09,Defender
2022688216,Kallan Dawson,196,89,1998-07-22,Defender
2015687577,Liam Dawson,188,84,1996-01-23,"Defender, Forward"
2024689335,Wil Dawson,200,86,2005-12-20,"Defender, Forward"
2005681903,Zac Dawson,197,94,1986-02-22,Defender
2011685784,Sam Day,197,104,1992-09-06,Forward
2020683796,Will Day,187,70,2001-06-05,Defender
2025687490,Archer Day-Wicks,186,82,2006-05-13,"Midfield, Forward"
2009682045,Matt de Boer,189,87,1990-03-10,Midfield
2015681643,Jordan de Goey,188,92,1996-03-15,"Midfield, Forward"
2021689846,Sam De Koning,200,85,2001-02-26,Defender
2018682020,Tom De Koning,201,92,1999-07-16,Ruck
2010684385,Matt Dea,186,85,1991-10-13,Defender
2024689789,Charlie Dean,195,86,2001-06-19,Defender
2024689594,Calsher Dear,195,87,2005-08-04,Forward
2025685333,Josaia Delana,176,78,2006-07-01,Midfield
2012689252,Cameron Delaney,194,91,1992-06-19,Defender
2011687873,Luke Delaney,194,97,1989-06-24,Defender
2005682511,Brett Deledio,188,88,1987-04-18,"Midfield, Forward"
2012686219,Cory DellOlio,175,81,1989-12-08,Forward
2017688971,Josh Deluca,181,85,1996-05-11,Midfield
2006687473,Courtenay Dempsey,185,80,1987-08-28,Defender
2022682466,Oliver Dempsey,185,70,2003-01-07,Forward
2005688835,Sean Dempster,191,87,1984-01-20,Defender
2010681920,Trent Dennis-Lane,181,75,1988-08-30,Forward
2012681353,Tom Derickx,204,96,1987-12-07,Ruck
2014765737,Angus Dewar,192,88,1992-10-12,Defender
2024684250,Tyrell Dewar,185,67,2004-03-27,Forward
2015681532,Matthew Dick,187,88,1994-11-03,Defender
2012684055,Tory Dickson,184,85,1987-09-26,Forward
2001685283,Alan Didak,184,85,1983-02-15,Forward
2011685707,Charlie Dixon,200,105,1990-09-23,Forward
2019688496,Hugh Dixon,196,96,1999-02-26,Forward
2009684492,Nathan Djerrkura,174,78,1988-09-19,Forward
2013689598,Sam Docherty,187,87,1993-10-17,Defender
2025681781,Alex Dodson,203,96,2006-06-15,Ruck
2018689604,Tom Doedee,188,88,1997-03-01,Defender
2025689440,Josh Dolan,177,71,2006-11-11,Forward
2000686938,Michael Doughty,177,81,1979-08-05,Defender
2006687579,Richard Douglas,181,79,1987-02-06,"Midfield, Forward"
2018682738,Paddy Dow,187,83,1999-10-16,"Midfield, Forward"
2020682831,Thomson Dow,182,76,2001-10-16,Midfield
2024684008,Billy Dowling,187,80,2004-07-01,"Midfield, Forward"
2021684041,Connor Downie,185,82,2002-05-31,Midfield
2013688184,Tom Downie,203,99,1993-04-27,"Forward, Ruck"
2024688774,Josh Draper,197,92,2004-02-09,Defender
2020686068,Sam Draper,205,107,1998-09-28,Ruck
2025686489,Sid Draper,182,72,2006-07-05,"Midfield, Forward"
2019689522,Willem Drew,188,78,1998-10-01,Midfield
2005684804,Josh Drummond,189,88,1983-04-19,Defender
2015682087,Nathan Drummond,182,86,1995-01-19,Forward
2023682484,Blake Drury,177,74,2004-01-11,Forward
2025686175,Isaiah Dudley,171,73,2003-04-30,Forward
2006681944,Paul Duffield,188,86,1985-02-05,Defender
2014681930,Max Duffy,184,77,1993-04-11,Forward
2015684385,Liam Duggan,184,83,1996-12-11,"Defender, Midfield"
2011686118,Nick Duigan,186,88,1984-09-07,Defender
2018682359,Taylin Duman,193,83,1998-04-18,Defender
2015686612,Trent Dumont,186,87,1995-06-30,Midfield
2010681330,Mitch Duncan,188,88,1991-06-10,Midfield
2012686176,Sam Dunell,190,81,1990-02-21,Midfield
2016686128,Josh Dunkley,190,88,1997-01-09,"Midfield, Forward"
2019684011,Kyle Dunkley,185,84,2000-06-20,"Midfield, Forward"
2006686832,Lynden Dunn,192,102,1987-05-14,Defender
2014685238,Luke Dunstan,185,84,1995-01-29,Midfield
2021688595,Corey Durdin,173,73,2002-04-14,"Midfield, Forward"
